% Handlabelling data is arranged in 3 columns: handlabeller1 and handlabeller2 indicate the first two experts, handlabeller_final column contains the final, tie-breaking labels.
% Labels in these columns are to be interpreted as follows:
%   - 0 is UNKNOWN
%   - 1 is FIX (fixation)
%   - 2 is SACCADE
%   - 3 is SP (smooth pursuit)
%   - 4 is NOISE
% 
%@METADATA width_px 1280.0
%@METADATA height_px 720.0
%@METADATA width_mm 400.0
%@METADATA height_mm 225.0
%@METADATA distance_mm 450.0
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller1 INTEGER
@ATTRIBUTE handlabeller2 INTEGER
@ATTRIBUTE handlabeller_final INTEGER

@DATA
4995000,550.5,402.9,1.0,1,1,1
4999000,550.9,403.7,1.0,1,1,1
5003000,551.1,404.6,1.0,1,1,1
5006000,551.2,404.9,1.0,1,1,1
5010000,551.8,405.2,1.0,1,1,1
5014000,552.0,406.4,1.0,1,1,1
5018000,552.0,406.5,1.0,1,1,1
5022000,552.2,406.6,1.0,1,1,1
5026000,553.1,406.9,1.0,1,1,1
5030000,553.5,407.3,1.0,1,1,1
5034000,553.8,407.5,1.0,1,1,1
5039000,554.1,407.7,1.0,1,1,1
5043000,554.4,408.2,1.0,1,1,1
5047000,554.5,408.7,1.0,1,1,1
5051000,554.4,408.9,1.0,1,1,1
5055000,554.4,409.1,1.0,1,1,1
5059000,554.0,409.1,1.0,1,1,1
5063000,553.7,409.6,1.0,1,1,1
5067000,554.0,410.2,1.0,1,1,1
5071000,554.3,410.4,1.0,1,1,1
5074000,554.6,410.6,1.0,1,1,1
5078000,554.6,410.7,1.0,1,1,1
5082000,554.5,410.8,1.0,1,1,1
5086000,554.5,410.9,1.0,1,1,1
5090000,554.3,411.0,1.0,1,1,1
5094000,554.1,411.3,1.0,1,1,1
5098000,553.7,412.1,1.0,1,1,1
5102000,553.6,412.2,1.0,1,1,1
5106000,553.6,412.3,1.0,1,1,1
5110000,553.5,412.9,1.0,1,1,1
5114000,553.4,413.0,1.0,1,1,1
5118000,553.5,413.5,1.0,1,1,1
5122000,553.6,413.7,1.0,1,1,1
5126000,553.9,413.9,1.0,1,1,1
5130000,553.7,414.2,1.0,1,1,1
5134000,553.5,414.4,1.0,1,1,1
5139000,554.3,414.9,1.0,1,1,1
5143000,555.0,415.5,1.0,1,1,1
5147000,556.5,416.4,1.0,1,1,2
5151000,569.6,423.8,1.0,2,2,2
5155000,597.4,440.5,1.0,2,2,2
5159000,625.4,450.4,1.0,2,2,2
5163000,652.7,451.7,1.0,2,2,2
5167000,658.3,452.4,1.0,2,2,2
5171000,660.1,452.8,1.0,2,2,2
5174000,661.2,454.2,1.0,2,2,2
5178000,662.3,456.8,1.0,2,2,2
5182000,663.7,457.2,1.0,2,2,2
5186000,665.8,457.5,1.0,1,1,1
5190000,666.3,458.2,1.0,1,1,1
5194000,667.4,459.1,1.0,1,1,1
5198000,668.3,459.9,1.0,1,1,1
5202000,668.2,460.0,1.0,1,1,1
5207000,668.2,460.0,1.0,1,1,1
5211000,668.2,460.2,1.0,1,1,1
5215000,668.0,459.8,1.0,1,1,1
5219000,667.9,459.3,1.0,1,1,1
5223000,667.9,459.3,1.0,1,1,1
5227000,668.0,459.2,1.0,1,1,1
5231000,668.7,459.2,1.0,1,1,1
5235000,668.7,459.2,1.0,1,1,1
5238000,668.4,459.5,1.0,1,1,1
5242000,668.1,459.8,1.0,1,1,1
5246000,667.3,459.9,1.0,1,1,1
5250000,667.0,460.2,1.0,1,1,1
5254000,666.6,460.3,1.0,1,1,1
5258000,666.5,460.4,1.0,1,1,1
5262000,666.1,460.7,1.0,1,1,1
5266000,665.9,460.8,1.0,1,1,1
5270000,665.7,460.8,1.0,1,1,1
5273000,665.6,460.6,1.0,1,1,1
5277000,665.6,460.6,1.0,1,1,1
5281000,665.6,460.6,1.0,1,1,1
5285000,665.6,460.6,1.0,1,1,1
5289000,665.6,460.5,1.0,1,1,1
5293000,665.7,460.4,1.0,1,1,1
5297000,665.7,460.4,1.0,1,1,1
5301000,665.6,460.4,1.0,1,1,1
5307000,665.5,460.4,1.0,1,1,1
5311000,665.6,460.3,1.0,1,1,1
5315000,665.6,460.3,1.0,1,1,1
5319000,665.6,460.2,1.0,1,1,1
5323000,665.5,459.3,1.0,1,1,1
5327000,665.6,459.6,1.0,1,1,1
5331000,665.5,459.6,1.0,1,1,1
5335000,665.4,459.6,1.0,1,1,1
5339000,665.4,460.1,1.0,1,1,1
5343000,665.4,460.1,1.0,1,1,1
5347000,665.5,460.1,1.0,1,1,1
5351000,665.6,460.1,1.0,1,1,1
5355000,665.6,459.7,1.0,1,1,1
5359000,665.7,459.8,1.0,1,1,1
5363000,666.1,459.7,1.0,1,1,1
5367000,666.7,460.3,1.0,1,1,1
5371000,667.2,460.9,1.0,1,1,1
5374000,667.5,461.1,1.0,1,1,1
5378000,667.7,461.1,1.0,1,1,1
5382000,667.4,461.1,1.0,1,1,1
5386000,667.1,460.3,1.0,1,1,1
5390000,667.2,460.4,1.0,1,1,1
5394000,667.2,460.5,1.0,1,1,1
5398000,667.2,460.6,1.0,1,1,1
5402000,667.3,460.6,1.0,1,1,1
5407000,667.1,460.7,1.0,1,1,1
5411000,667.0,460.7,1.0,1,1,1
5415000,666.9,460.7,1.0,1,1,1
5419000,666.6,460.7,1.0,1,1,1
5423000,666.6,460.6,1.0,1,1,1
5427000,666.4,460.6,1.0,1,1,1
5431000,666.2,460.5,1.0,1,1,1
5435000,665.9,460.7,1.0,1,1,1
5438000,665.4,460.3,1.0,1,1,1
5442000,665.3,460.3,1.0,1,1,1
5446000,665.2,460.3,1.0,1,1,1
5450000,665.2,460.1,1.0,1,1,1
5454000,665.1,460.3,1.0,1,1,1
5458000,664.9,460.5,1.0,1,1,1
5462000,665.0,461.1,1.0,1,1,1
5466000,665.8,462.7,1.0,1,1,2
5470000,668.1,474.9,1.0,2,2,2
5475000,673.0,496.9,1.0,2,2,2
5479000,679.6,523.6,1.0,2,2,2
5483000,683.2,542.3,1.0,2,2,2
5487000,684.2,548.2,1.0,2,2,2
5491000,683.6,547.4,1.0,2,2,2
5495000,683.1,546.5,1.0,1,1,1
5499000,683.6,544.9,1.0,1,1,1
5503000,684.4,545.1,1.0,1,1,1
5507000,684.5,545.2,1.0,1,1,1
5511000,684.7,545.9,1.0,1,1,1
5515000,684.7,545.8,1.0,1,1,1
5519000,684.7,545.7,1.0,1,1,1
5523000,684.8,545.8,1.0,1,1,1
5527000,684.6,545.8,1.0,1,1,1
5531000,684.6,545.9,1.0,1,1,1
5535000,684.6,545.7,1.0,1,1,1
5538000,684.9,545.7,1.0,1,1,1
5542000,684.9,545.6,1.0,1,1,1
5546000,685.2,545.7,1.0,1,1,1
5550000,685.1,545.7,1.0,1,1,1
5554000,685.1,545.8,1.0,1,1,1
5558000,684.9,545.9,1.0,1,1,1
5562000,685.2,546.9,1.0,1,1,1
5566000,685.3,546.9,1.0,1,1,1
5570000,685.0,546.9,1.0,1,1,1
5575000,684.7,546.9,1.0,1,1,1
5579000,684.6,547.1,1.0,1,1,1
5583000,685.0,546.5,1.0,1,1,1
5587000,685.3,545.9,1.0,1,1,1
5591000,685.5,545.3,1.0,1,1,1
5595000,685.4,544.7,1.0,1,1,1
5599000,685.2,544.4,1.0,1,1,1
5603000,685.3,544.5,1.0,1,1,1
5607000,685.1,544.6,1.0,1,1,1
5611000,684.9,544.9,1.0,1,1,1
5615000,684.8,545.1,1.0,1,1,1
5619000,684.7,544.9,1.0,1,1,1
5623000,684.5,544.6,1.0,1,1,1
5627000,684.4,544.1,1.0,1,1,1
5631000,684.2,543.8,1.0,1,1,1
5635000,684.0,543.2,1.0,1,1,1
5639000,683.7,542.7,1.0,1,1,1
5642000,683.7,542.5,1.0,1,1,1
5646000,683.6,542.4,1.0,1,1,1
5650000,683.7,542.3,1.0,1,1,1
5654000,683.8,542.2,1.0,1,1,1
5658000,684.1,542.1,1.0,1,1,1
5662000,684.4,542.1,1.0,1,1,1
5666000,684.5,541.5,1.0,1,1,1
5670000,684.5,541.1,1.0,1,1,1
5675000,684.5,541.1,1.0,1,1,1
5679000,684.1,541.0,1.0,1,1,1
5683000,683.7,540.9,1.0,1,1,1
5687000,683.3,540.8,1.0,1,1,1
5691000,683.0,539.9,1.0,1,1,1
5695000,682.8,539.6,1.0,1,1,1
5699000,682.8,539.5,1.0,1,1,1
5703000,683.0,539.4,1.0,1,1,1
5706000,682.9,538.0,1.0,1,1,1
5710000,682.9,537.9,1.0,1,1,1
5714000,682.9,537.9,1.0,1,1,1
5718000,682.4,537.9,1.0,1,1,1
5722000,682.3,537.8,1.0,1,1,1
5726000,682.2,537.8,1.0,1,1,1
5730000,682.2,537.8,1.0,1,1,1
5734000,682.2,537.7,1.0,1,1,1
5738000,682.0,537.5,1.0,1,1,1
5742000,682.0,537.3,1.0,1,1,1
5746000,682.0,537.1,1.0,1,1,1
5750000,681.9,537.1,1.0,1,1,1
5754000,681.8,537.1,1.0,1,1,1
5758000,681.9,536.3,1.0,1,1,1
5762000,682.0,536.3,1.0,1,1,1
5766000,682.0,536.6,1.0,1,1,1
5770000,681.8,535.4,1.0,1,1,1
5775000,681.7,534.3,1.0,1,1,1
5779000,681.7,534.4,1.0,1,1,1
5783000,681.6,534.2,1.0,1,1,1
5787000,681.5,534.2,1.0,1,1,1
5791000,681.3,534.1,1.0,1,1,1
5795000,680.3,534.0,1.0,1,1,1
5799000,679.3,533.7,1.0,1,1,1
5803000,677.4,531.6,1.0,2,2,2
5806000,670.8,518.1,1.0,2,2,2
5810000,661.7,496.7,1.0,2,2,2
5814000,656.0,474.6,1.0,2,2,2
5818000,653.5,456.3,1.0,2,2,2
5822000,649.6,436.7,1.0,2,2,2
5826000,647.7,427.4,1.0,2,2,2
5830000,647.1,414.3,1.0,2,2,2
5834000,645.9,402.3,1.0,2,2,2
5839000,644.8,393.9,1.0,2,2,2
5843000,644.6,392.7,1.0,2,2,2
5847000,640.2,391.6,1.0,2,2,2
5851000,638.7,391.0,1.0,2,2,2
5855000,644.5,390.1,1.0,2,2,2
5859000,644.4,384.1,1.0,2,2,2
5863000,642.2,383.3,1.0,2,2,2
5867000,639.9,381.0,1.0,2,2,2
5871000,624.6,371.8,1.0,2,2,2
5875000,613.8,367.6,1.0,2,2,2
5879000,606.8,362.7,1.0,2,2,2
5883000,603.4,361.8,1.0,2,2,2
5887000,602.5,360.9,1.0,2,2,1
5891000,602.6,360.2,1.0,2,2,1
5895000,602.7,359.3,1.0,2,2,1
5899000,603.2,359.1,1.0,2,2,1
5903000,604.5,358.9,1.0,2,2,1
5906000,606.9,358.5,1.0,2,2,1
5910000,610.1,358.4,1.0,2,1,1
5914000,610.9,358.4,1.0,1,1,1
5918000,612.9,358.3,1.0,1,1,1
5922000,614.1,358.2,1.0,1,1,1
5926000,614.9,359.6,1.0,1,1,1
5930000,615.1,360.9,1.0,1,1,1
5934000,615.2,361.0,1.0,1,1,1
5938000,615.9,361.8,1.0,1,1,1
5943000,616.6,362.5,1.0,1,1,1
5947000,617.0,362.6,1.0,1,1,1
5951000,617.1,362.7,1.0,1,1,1
5955000,617.1,362.7,1.0,1,1,1
5959000,617.2,363.1,1.0,1,1,1
5963000,617.4,362.9,1.0,1,1,1
5967000,617.7,363.1,1.0,1,1,1
5971000,618.4,363.1,1.0,1,1,1
5974000,618.9,363.2,1.0,1,1,1
5978000,619.3,363.2,1.0,1,1,1
5982000,619.7,362.6,1.0,1,1,1
5986000,619.9,362.1,1.0,1,1,1
5990000,620.2,361.8,1.0,1,1,1
5994000,621.1,361.6,1.0,1,1,1
5998000,621.1,361.6,1.0,1,1,1
6002000,621.1,361.6,1.0,1,1,1
6006000,621.1,361.7,1.0,1,1,1
6010000,621.1,361.8,1.0,1,1,1
6014000,621.3,362.5,1.0,1,1,1
6018000,621.5,363.0,1.0,1,1,1
6022000,621.7,364.4,1.0,1,1,1
6026000,621.9,364.5,1.0,1,1,1
6030000,622.0,364.5,1.0,1,1,1
6034000,622.1,364.9,1.0,1,1,1
6038000,622.5,364.8,1.0,1,1,1
6043000,622.7,364.8,1.0,1,1,1
6047000,622.9,365.1,1.0,1,1,1
6051000,623.0,365.4,1.0,1,1,1
6055000,623.0,365.5,1.0,1,1,1
6059000,623.2,365.3,1.0,1,1,1
6063000,623.5,365.1,1.0,1,1,1
6067000,623.5,365.3,1.0,1,1,1
6071000,623.5,365.5,1.0,1,1,1
6074000,623.6,366.4,1.0,1,1,1
6078000,615.6,367.7,1.0,2,2,2
6082000,590.3,378.9,1.0,2,2,2
6086000,544.0,383.0,1.0,2,2,2
6090000,489.7,400.9,1.0,2,2,2
6094000,431.5,407.4,1.0,2,2,2
6098000,374.2,416.1,1.0,2,2,2
6102000,324.0,416.5,1.0,2,2,2
6106000,282.6,422.2,1.0,2,2,2
6110000,237.5,432.7,1.0,2,2,2
6114000,196.5,435.7,1.0,2,2,2
6118000,169.6,436.1,1.0,2,2,2
6122000,141.7,444.5,1.0,2,2,2
6126000,116.4,452.1,1.0,2,2,2
6130000,94.1,454.1,1.0,2,2,2
6134000,71.8,459.3,1.0,2,2,2
6139000,55.5,466.3,1.0,2,2,2
6143000,51.0,483.2,1.0,2,2,2
6147000,51.3,495.1,1.0,2,2,2
6151000,51.4,493.8,1.0,2,2,2
6155000,51.5,492.4,1.0,1,1,1
6159000,55.3,489.8,1.0,1,1,1
6163000,59.5,489.4,1.0,1,1,1
6167000,59.5,490.0,1.0,1,1,1
6171000,60.3,490.3,1.0,1,1,1
6174000,62.2,490.7,1.0,1,1,1
6178000,64.3,491.4,1.0,1,1,1
6182000,65.6,492.1,1.0,1,1,1
6186000,66.4,492.8,1.0,1,1,1
6190000,68.2,493.1,1.0,1,1,1
6194000,69.2,493.1,1.0,1,1,1
6198000,70.5,493.2,1.0,1,1,1
6202000,71.0,494.9,1.0,1,1,1
6207000,71.4,495.5,1.0,1,1,1
6211000,72.5,496.2,1.0,1,1,1
6215000,73.5,499.3,1.0,1,1,1
6219000,74.5,499.9,1.0,1,1,1
6223000,75.8,500.4,1.0,1,1,1
6227000,76.4,504.0,1.0,1,1,1
6231000,78.1,505.6,1.0,1,1,1
6235000,78.9,506.4,1.0,1,1,1
6239000,79.8,507.2,1.0,1,1,1
6242000,79.8,507.6,1.0,1,1,1
6246000,79.9,507.9,1.0,1,1,1
6250000,80.2,507.6,1.0,1,1,1
6254000,80.5,508.1,1.0,1,1,1
6258000,80.5,508.6,1.0,1,1,1
6262000,80.8,510.2,1.0,1,1,1
6266000,81.0,512.2,1.0,1,1,1
6270000,81.4,512.3,1.0,1,1,1
6274000,81.7,512.5,1.0,1,1,1
6278000,81.7,513.0,1.0,1,1,1
6282000,82.2,515.4,1.0,1,1,1
6286000,82.5,515.4,1.0,1,1,1
6290000,82.7,515.5,1.0,1,1,1
6294000,82.9,518.0,1.0,1,1,1
6298000,83.0,518.6,1.0,1,1,1
6302000,83.1,519.3,1.0,1,1,1
6307000,83.1,519.3,1.0,1,1,1
6311000,83.2,519.3,1.0,1,1,1
6315000,83.4,520.3,1.0,1,1,1
6319000,83.5,521.2,1.0,1,1,1
6323000,83.4,521.3,1.0,1,1,1
6327000,83.8,521.3,1.0,1,1,1
6331000,84.1,522.1,1.0,1,1,1
6335000,84.2,522.9,1.0,1,1,1
6339000,84.3,524.5,1.0,1,1,1
6342000,84.2,525.2,1.0,1,1,1
6346000,83.7,525.4,1.0,1,1,1
6350000,83.6,525.7,1.0,1,1,1
6354000,83.6,527.4,1.0,1,1,1
6358000,83.5,528.6,1.0,1,1,1
6362000,83.3,528.8,1.0,1,1,1
6366000,82.9,529.0,1.0,1,1,1
6370000,82.8,529.7,1.0,1,1,1
6374000,82.7,529.7,1.0,1,1,1
6378000,82.8,529.8,1.0,1,1,1
6382000,82.8,529.9,1.0,1,1,1
6386000,82.3,529.9,1.0,1,1,1
6390000,81.6,529.1,1.0,1,1,1
6394000,80.4,528.2,1.0,1,1,2
6398000,68.0,525.2,1.0,2,2,2
6402000,50.3,509.0,1.0,2,2,2
6407000,29.1,492.2,1.0,2,2,2
6411000,12.6,464.2,1.0,2,2,2
6415000,1.4,454.6,1.0,2,2,2
6419000,-0.3,448.9,1.0,2,2,2
6423000,0.0,440.4,1.0,2,2,2
6427000,0.5,438.7,1.0,2,2,2
6431000,2.0,438.4,1.0,1,1,1
6435000,1.6,437.8,1.0,1,1,1
6439000,1.2,436.0,1.0,1,1,1
6442000,0.5,435.1,1.0,1,1,1
6446000,0.0,434.8,1.0,1,1,1
6450000,0.0,435.0,1.0,1,1,1
6454000,0.3,435.3,1.0,1,1,1
6458000,0.6,438.6,1.0,1,1,1
6462000,0.7,439.4,1.0,1,1,1
6466000,0.9,441.1,1.0,1,1,1
6470000,1.1,441.2,1.0,1,1,1
6475000,1.2,441.3,1.0,1,1,1
6479000,1.2,441.4,1.0,1,1,1
6483000,1.5,441.4,1.0,1,1,1
6487000,1.5,441.5,1.0,1,1,1
6491000,1.5,441.7,1.0,1,1,1
6495000,1.8,442.5,1.0,1,1,1
6499000,2.0,442.6,1.0,1,1,1
6503000,2.2,442.6,1.0,1,1,1
6507000,2.4,442.7,1.0,1,1,1
6511000,2.5,442.7,1.0,1,1,1
6515000,2.7,442.7,1.0,1,1,1
6519000,2.6,442.4,1.0,1,1,1
6523000,2.4,442.2,1.0,1,1,1
6527000,2.0,442.3,1.0,1,1,1
6531000,2.0,442.2,1.0,1,1,1
6535000,1.7,442.7,1.0,1,1,1
6539000,0.8,443.2,1.0,1,1,1
6542000,0.7,442.9,1.0,1,1,1
6546000,0.7,442.7,1.0,1,1,1
6550000,1.2,443.0,1.0,1,1,1
6554000,1.7,443.0,1.0,1,1,1
6558000,1.8,442.9,1.0,1,1,1
6562000,2.1,441.9,1.0,1,1,1
6566000,1.9,440.8,1.0,1,1,1
6570000,1.9,440.4,1.0,1,1,1
6575000,1.7,439.9,1.0,1,1,1
6579000,1.5,438.8,1.0,1,1,1
6583000,1.4,437.7,1.0,1,1,1
6587000,1.4,437.3,1.0,4,1,4
6591000,1.0,436.7,1.0,4,1,4
6595000,-0.5,434.0,1.0,4,0,4
6599000,-0.1,431.6,1.0,4,0,4
6603000,0.1,428.8,1.0,4,2,4
6606000,1.7,427.0,1.0,4,4,4
6610000,17.9,425.5,1.0,4,4,4
6614000,59.5,422.7,1.0,4,4,4
6618000,126.4,402.6,1.0,4,4,4
6622000,196.6,378.8,1.0,4,4,4
6626000,206.5,355.4,1.0,4,4,4
6630000,247.5,340.5,1.0,4,4,4
6634000,342.8,346.4,1.0,4,4,4
6638000,437.6,350.2,1.0,4,4,4
6642000,478.3,358.2,1.0,4,4,4
6646000,498.2,362.3,1.0,4,4,4
6650000,518.0,366.3,1.0,4,4,4
6654000,538.5,398.7,1.0,4,4,4
6658000,573.1,436.8,1.0,4,4,4
6662000,591.3,453.4,1.0,4,4,4
6666000,595.7,458.3,1.0,4,4,4
6670000,600.0,463.0,1.0,4,4,4
6675000,604.4,467.7,1.0,4,4,4
6679000,608.7,472.0,1.0,4,4,4
6683000,608.7,472.0,1.0,4,4,4
6687000,0.0,0.0,0.0,4,4,4
6691000,0.0,0.0,0.0,4,4,4
6695000,0.0,0.0,0.0,4,4,4
6699000,0.0,0.0,0.0,4,4,4
6703000,0.0,0.0,0.0,4,4,4
6706000,0.0,0.0,0.0,4,4,4
6710000,0.0,0.0,0.0,4,4,4
6714000,799.7,498.2,1.0,4,4,4
6718000,799.3,496.5,1.0,4,4,4
6722000,798.9,489.6,1.0,4,4,4
6726000,798.3,481.8,1.0,4,4,4
6730000,795.1,467.0,1.0,4,4,4
6734000,791.1,437.7,1.0,4,4,4
6738000,787.6,413.2,1.0,4,4,4
6742000,783.3,393.1,1.0,4,4,4
6746000,779.0,372.3,1.0,4,4,4
6750000,774.9,356.1,1.0,4,4,4
6754000,773.2,341.4,1.0,4,4,4
6758000,771.6,327.4,1.0,4,4,4
6762000,770.7,319.1,1.0,4,4,4
6766000,768.1,394.9,1.0,4,4,4
6770000,765.6,392.9,1.0,4,4,4
6775000,761.1,393.3,1.0,4,4,4
6779000,753.0,395.8,1.0,4,4,4
6783000,746.4,400.2,1.0,4,4,4
6787000,741.0,399.8,1.0,4,4,4
6791000,734.3,401.9,1.0,4,4,4
6795000,732.4,403.1,1.0,4,4,4
6799000,731.2,401.8,1.0,4,4,4
6803000,729.2,401.6,1.0,4,4,4
6807000,728.4,400.5,1.0,4,4,4
6810000,728.9,399.0,1.0,4,4,4
6814000,729.4,397.6,1.0,4,4,4
6818000,730.0,396.0,1.0,4,4,4
6822000,730.7,395.6,1.0,4,4,4
6826000,732.3,396.4,1.0,4,4,4
6830000,732.8,395.4,1.0,4,4,4
6834000,733.5,394.5,1.0,4,4,4
6838000,733.8,394.2,1.0,4,4,1
6843000,734.2,394.5,1.0,1,4,1
6847000,734.4,393.8,1.0,1,4,1
6851000,734.2,393.0,1.0,1,4,1
6855000,734.0,392.2,1.0,1,4,1
6859000,733.4,391.4,1.0,1,4,1
6863000,733.4,390.6,1.0,1,4,1
6867000,733.7,389.8,1.0,1,4,1
6871000,734.0,389.0,1.0,1,4,1
6875000,734.5,387.7,1.0,1,1,1
6879000,736.6,386.1,1.0,1,1,1
6883000,736.9,383.3,1.0,1,1,1
6887000,737.8,382.1,1.0,1,1,1
6891000,738.2,381.4,1.0,1,1,1
6895000,738.6,380.7,1.0,1,1,1
6899000,739.1,380.5,1.0,1,1,1
6903000,739.5,380.4,1.0,1,1,1
6906000,740.0,379.8,1.0,1,1,1
6910000,740.4,379.1,1.0,1,1,1
6914000,740.5,379.0,1.0,1,1,1
6918000,741.6,379.0,1.0,1,1,1
6922000,742.2,379.3,1.0,1,1,1
6926000,742.5,379.7,1.0,1,1,1
6930000,742.8,379.9,1.0,1,1,1
6934000,743.2,380.3,1.0,1,1,1
6938000,743.4,381.2,1.0,1,1,1
6943000,743.5,382.1,1.0,1,1,1
6947000,743.5,382.5,1.0,1,1,1
6951000,743.5,382.9,1.0,1,1,1
6955000,743.6,383.3,1.0,1,1,1
6959000,743.4,383.9,1.0,1,1,1
6963000,743.7,384.7,1.0,1,1,1
6967000,744.0,385.5,1.0,1,1,1
6971000,744.2,386.4,1.0,1,1,1
6974000,744.2,387.2,1.0,1,1,1
6978000,744.3,387.5,1.0,1,1,1
6982000,744.3,388.2,1.0,1,1,1
6986000,744.4,388.9,1.0,1,1,1
6990000,745.7,389.6,1.0,1,1,1
6994000,746.8,390.3,1.0,1,1,1
6998000,746.9,391.1,1.0,1,1,1
7002000,747.0,391.8,1.0,1,1,1
7006000,747.2,391.1,1.0,1,1,1
7010000,747.1,390.2,1.0,1,1,1
7014000,747.1,390.8,1.0,1,1,1
7018000,747.3,391.5,1.0,1,1,1
7022000,747.6,392.1,1.0,1,1,1
7026000,747.8,392.3,1.0,1,1,1
7030000,747.2,393.0,1.0,1,1,1
7034000,746.7,393.6,1.0,1,1,1
7038000,745.5,396.0,1.0,2,2,2
7043000,737.9,399.7,1.0,2,2,2
7047000,722.4,407.7,1.0,2,2,2
7051000,715.9,411.7,1.0,2,2,2
7055000,712.4,411.2,1.0,2,2,2
7059000,713.5,410.5,1.0,2,2,2
7063000,714.4,408.9,1.0,1,1,1
7067000,716.1,408.4,1.0,1,1,1
7071000,716.4,408.5,1.0,1,1,1
7074000,715.0,408.5,1.0,1,1,1
7078000,715.0,409.2,1.0,1,1,1
7082000,714.8,408.9,1.0,1,1,1
7086000,714.8,408.6,1.0,1,1,1
7090000,714.9,408.4,1.0,1,1,1
7094000,715.0,408.4,1.0,1,1,1
7098000,715.2,408.6,1.0,1,1,1
7102000,715.4,408.9,1.0,1,1,1
7106000,715.6,409.1,1.0,1,1,1
7110000,715.9,409.4,1.0,1,1,1
7114000,715.9,410.0,1.0,1,1,1
7118000,716.0,410.7,1.0,1,1,1
7122000,716.0,410.8,1.0,1,1,1
7126000,716.1,411.0,1.0,1,1,1
7130000,716.1,410.9,1.0,1,1,1
7134000,716.0,410.8,1.0,1,1,1
7138000,716.0,410.8,1.0,1,1,1
7143000,715.8,411.0,1.0,1,1,1
7147000,715.6,411.3,1.0,1,1,1
7151000,715.5,412.3,1.0,1,1,1
7155000,715.4,412.6,1.0,1,1,1
7159000,715.1,412.8,1.0,1,1,1
7163000,714.8,413.3,1.0,1,1,1
7167000,714.4,413.8,1.0,1,1,1
7171000,713.8,414.1,1.0,1,1,1
7174000,713.0,414.6,1.0,1,1,1
7178000,712.7,414.8,1.0,1,1,1
7182000,711.8,415.1,1.0,1,1,1
7186000,711.2,415.0,1.0,1,1,1
7190000,711.1,414.9,1.0,1,1,1
7194000,711.1,415.1,1.0,1,1,1
7198000,711.3,415.4,1.0,1,1,1
7202000,716.8,416.4,1.0,2,2,2
7207000,736.5,417.3,1.0,2,2,2
7211000,772.6,418.6,1.0,2,2,2
7215000,819.1,423.0,1.0,2,2,2
7219000,869.5,426.7,1.0,2,2,2
7223000,915.5,434.9,1.0,2,2,2
7227000,959.7,462.2,1.0,2,2,2
7231000,985.7,480.6,1.0,2,2,2
7235000,1003.2,498.8,1.0,2,2,2
7239000,1004.7,501.6,1.0,2,2,2
7242000,1004.9,502.3,1.0,2,2,2
7246000,1005.6,507.7,1.0,2,2,2
7250000,1004.3,506.0,1.0,2,2,2
7254000,1004.6,505.0,1.0,2,2,2
7258000,1004.9,504.1,1.0,1,1,1
7262000,1005.4,503.0,1.0,1,1,1
7266000,1005.6,499.2,1.0,1,1,1
7270000,1006.2,499.6,1.0,1,1,1
7274000,1006.7,500.1,1.0,1,1,1
7278000,1006.7,500.7,1.0,1,1,1
7282000,1006.6,500.4,1.0,1,1,1
7286000,1006.4,500.2,1.0,1,1,1
7290000,1006.2,498.8,1.0,1,1,1
7294000,1006.1,499.2,1.0,1,1,1
7298000,1005.9,499.5,1.0,1,1,1
7302000,1007.4,500.0,1.0,1,1,1
7307000,1007.4,500.6,1.0,1,1,1
7311000,1006.9,501.5,1.0,1,1,1
7315000,1006.6,502.3,1.0,1,1,1
7319000,1006.4,503.2,1.0,1,1,1
7323000,1006.3,504.8,1.0,1,1,1
7327000,1006.2,505.8,1.0,1,1,1
7331000,1005.6,506.7,1.0,1,1,1
7335000,1005.3,507.1,1.0,1,1,1
7339000,1005.1,507.5,1.0,1,1,1
7342000,1005.1,507.6,1.0,1,1,1
7346000,1005.1,507.6,1.0,1,1,1
7350000,1005.2,507.5,1.0,1,1,1
7354000,1005.0,507.4,1.0,1,1,1
7358000,1004.9,507.3,1.0,1,1,1
7362000,1004.6,507.4,1.0,1,1,1
7366000,1004.6,507.5,1.0,1,1,1
7370000,1004.6,508.0,1.0,1,1,1
7374000,1004.7,508.9,1.0,1,1,1
7378000,1004.7,509.8,1.0,1,1,1
7382000,1005.0,512.9,1.0,1,1,1
7386000,1005.2,513.6,1.0,1,1,1
7390000,1005.6,515.1,1.0,1,1,1
7394000,1005.7,514.6,1.0,1,1,1
7398000,1005.8,514.5,1.0,1,1,1
7402000,1006.9,514.1,1.0,1,1,1
7406000,1008.1,514.3,1.0,1,1,1
7410000,1009.7,513.1,1.0,2,2,2
7414000,1014.2,511.7,1.0,2,2,2
7418000,1030.6,507.7,1.0,2,2,2
7422000,1063.3,495.6,1.0,2,2,2
7426000,1095.1,483.5,1.0,2,2,2
7430000,1120.7,470.6,1.0,2,2,2
7434000,1126.7,463.2,1.0,2,2,2
7438000,1128.9,460.0,1.0,2,2,2
7442000,1126.6,459.1,1.0,2,2,2
7446000,1125.8,459.9,1.0,2,2,2
7450000,1123.3,458.6,1.0,0,0,2
