%@METADATA width_px 1280.0
%@METADATA height_px 720.0
%@METADATA width_mm 400.0
%@METADATA height_mm 225.0
%@METADATA distance_mm 450.0
% Handlabelling data is arranged in 3 columns: handlabeller1 and handlabeller2 indicate the first two experts, handlabeller_final column contains the final, tie-breaking labels.
% Labels in these columns are to be interpreted as follows:
% - 0 is UNKNOWN
% - 1 is FIX (fixation)
% - 2 is SACCADE
% - 3 is SP (smooth pursuit)
% - 4 is NOISE
% 
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller1 INTEGER
@ATTRIBUTE handlabeller2 INTEGER
@ATTRIBUTE handlabeller_final INTEGER
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
9683000,1093.5,307.9,1.0,1,1,1,6.684964,1.57,46114.67,6.2258024,1.49,25062.61,4.5442476,1.72,5882.35,4.13169,1.37,2395.66,3.5697708,1.21,1171.88,FIX
9687000,1093.6,308.5,1.0,1,1,1,5.8090434,1.41,8838.83,5.8090434,1.41,4419.42,7.477992,1.28,25421.7,4.9720855,1.36,5515.23,4.0591106,1.23,3221.18,FIX
9691000,1093.7,309.1,1.0,1,1,1,5.8090434,1.41,0.0,8.971222,1.13,24407.03,6.207467,1.18,9504.32,5.1676683,1.3,2395.66,4.2279534,1.24,1171.88,FIX
9695000,1094.4,310.2,1.0,1,1,1,12.451605,1.0,48814.06,6.886659,0.98,15625.0,6.8366175,1.14,4419.42,6.0076823,1.13,8366.27,4.6252313,1.23,2620.39,FIX
9699000,1094.5,310.3,1.0,1,1,1,1.3507448,0.79,72886.9,4.702777,1.15,15625.0,6.5558486,0.99,6629.13,6.0229616,1.03,3606.56,4.7818503,1.15,2734.38,FIX
9703000,1094.8,311.1,1.0,1,1,1,8.159476,1.21,45500.69,6.2258024,1.0,11267.35,4.695901,0.86,13064.51,6.635687,1.02,4032.26,4.702777,1.15,552.43,FIX
9707000,1095.2,311.4,1.0,1,1,1,4.7749743,0.64,31868.87,5.1481867,0.56,17823.63,5.966808,0.88,8333.33,6.531019,1.01,806.45,4.5939074,1.14,781.25,FIX
9710000,1095.6,311.6,1.0,1,1,1,5.6944437,0.46,11453.07,5.801021,0.72,9523.81,6.522615,0.9,4969.04,5.5175786,1.06,9123.96,4.8296003,1.07,3487.5,FIX
9714000,1096.0,312.1,1.0,1,1,1,6.1150236,0.9,16796.37,8.117456,1.08,22164.63,6.507717,1.04,6009.25,5.6738157,0.97,3325.09,4.2428513,1.03,4046.84,FIX
9718000,1096.4,313.1,1.0,1,1,1,10.285678,1.19,31250.0,7.5498075,1.25,9375.0,6.428643,1.19,6499.37,4.6580834,0.92,6890.33,4.129016,1.05,887.33,FIX
9722000,1096.5,313.6,1.0,1,1,1,4.86971,1.37,36443.45,4.86971,1.37,18221.72,5.449583,1.07,7967.22,4.1404757,0.93,3421.48,3.9876766,1.08,1254.87,FIX
9726000,1096.6,314.1,1.0,1,1,1,4.86971,1.37,0.0,3.729446,0.69,20009.76,2.9142625,0.96,16828.64,3.7084363,0.99,3201.0,3.918153,1.19,2888.93,FIX
9730000,1097.1,314.1,1.0,1,1,1,4.7749743,0.0,40019.53,2.3874872,0.0,15934.44,2.053621,0.62,7812.5,2.5181305,1.02,7812.5,6.354918,1.3,16347.09,FIX
9734000,1097.1,314.1,1.0,1,1,1,0.0,0.0,31250.0,0.47749746,0.0,12500.0,1.688049,0.14,6250.0,1.709059,1.14,5524.27,10.346033,1.36,26337.37,FIX
9738000,1097.2,314.1,1.0,1,1,1,0.9549949,0.0,6250.0,1.0676843,0.46,4419.42,0.47749746,-1.57,11899.65,1.5925494,1.34,2343.75,22.93936,1.42,82605.48,FIX
9742000,1097.3,314.2,1.0,1,1,1,1.3507448,0.79,6250.0,1.0676843,-2.03,13258.25,0.754828,1.89,7967.22,2.5181305,1.48,6298.64,25.128973,1.43,14477.97,FIX
9746000,1097.1,313.9,1.0,1,1,1,3.4433296,-2.16,31250.0,1.7216648,2.55,13975.42,2.1353686,2.03,9110.86,7.524214,1.54,32812.5,27.451902,1.44,15254.39,FIX
9750000,1097.0,314.4,1.0,1,1,1,4.86971,1.77,50389.11,4.9850736,1.86,25000.0,4.922044,1.82,18814.99,16.416744,1.48,58337.98,26.430439,1.44,6686.42,FIX
9754000,1096.8,314.9,1.0,1,2,1,5.142839,1.95,6250.0,8.64767,1.68,25194.56,15.525926,1.54,71158.11,41.657642,1.46,165220.98,25.697002,1.44,4831.76,FIX
9758000,1096.8,316.2,1.0,1,2,1,12.414934,1.57,51538.82,26.370848,1.48,117676.06,32.142456,1.47,109173.92,46.93112,1.47,34516.75,25.570944,1.44,873.46,SACCADE
9762000,1097.3,320.4,1.0,2,2,2,40.39285,1.45,183924.23,55.850773,1.44,193169.48,81.52562,1.45,323286.5,52.612198,1.46,37246.87,25.580875,1.46,2762.14,SACCADE
9766000,1098.3,327.8,1.0,2,2,2,71.31214,1.44,202426.69,136.69453,1.44,529085.7,89.2542,1.45,50606.67,51.230892,1.45,9663.53,26.489649,1.48,6821.97,SACCADE
9770000,1100.9,348.8,1.0,2,2,2,202.08035,1.45,855862.1,122.6584,1.45,91962.12,89.75729,1.45,3493.86,49.80948,1.45,9375.0,26.598135,1.49,1104.85,SACCADE
9774000,1101.4,353.3,1.0,2,2,2,43.239117,1.46,1039568.75,42.820442,1.45,522501.5,70.33385,1.44,127178.29,48.624905,1.44,7812.5,26.851782,1.48,1953.13,SACCADE
9778000,1102.0,357.7,1.0,2,2,2,42.408653,1.44,8838.83,18.075762,1.36,162770.2,18.097536,1.43,341873.44,43.66466,1.45,32494.74,26.98739,1.47,1408.42,SACCADE
9782000,1102.2,357.0,1.0,2,2,2,6.952363,-1.29,319728.88,6.684964,-1.57,161323.88,8.007823,1.39,66088.39,36.562172,1.48,47218.79,26.761631,1.47,1746.93,SACCADE
9786000,1102.0,356.3,1.0,1,1,1,6.952363,-1.85,25000.0,2.1353686,-2.03,31868.87,2.434855,-1.77,68340.4,11.579886,1.56,163863.34,26.54351,1.46,1953.13,FIX
9790000,1102.0,356.6,1.0,1,1,1,2.8649848,1.57,63737.74,2.1353686,2.03,25000.0,4.065604,2.27,38590.9,6.8041477,1.57,31259.76,25.758886,1.46,5137.87,FIX
9794000,1101.8,356.7,1.0,1,1,1,2.1353686,2.68,17677.67,9.184759,2.06,46140.07,5.769697,2.0,14149.04,1.5516757,1.97,35372.6,23.293854,1.46,16134.28,FIX
9798000,1101.1,358.3,1.0,1,1,1,16.678411,1.98,98821.18,9.405554,1.99,4419.42,5.906452,1.82,6987.71,2.4925368,1.86,6298.64,18.838993,1.47,29168.99,FIX
9802000,1101.0,358.5,1.0,1,1,1,2.1353686,2.03,95197.16,3.6366205,1.17,48613.59,5.300986,1.71,5633.67,3.361582,1.68,6675.0,6.285394,1.49,82177.14,FIX
9806000,1101.4,359.0,1.0,1,1,1,6.1150236,0.9,36443.45,3.0575118,0.67,11267.35,2.053621,0.95,26562.5,3.0433776,1.77,2816.84,3.583141,1.54,17733.69,FIX
9810000,1101.5,358.9,1.0,1,1,1,1.3507448,-0.79,41926.27,0.9549949,0.0,15625.0,2.2010722,0.71,3493.86,3.005942,1.69,1562.5,0.96225286,1.7,17258.38,FIX
9814000,1101.6,359.0,1.0,1,1,1,1.3507448,0.79,12500.0,1.3507448,0.79,6250.0,0.3376862,0.79,12203.52,1.1757897,1.15,13643.94,1.4634342,1.78,3337.5,FIX
9818000,1101.7,359.1,1.0,1,1,1,1.3507448,0.79,0.0,0.6753724,2.36,9882.12,0.7162462,1.57,3493.86,1.2689973,0.85,2470.53,1.7472588,1.71,1991.8,FIX
9822000,1101.5,359.1,1.0,1,1,1,1.9099898,3.14,19764.24,1.0676843,2.68,3125.0,0.5340331,2.03,2209.71,0.4305117,0.98,5524.27,1.511184,1.73,1562.5,FIX
9826000,1101.5,359.2,1.0,1,1,1,0.9549949,1.57,13975.42,0.47749746,1.57,6250.0,0.47749746,1.57,1562.5,0.5966808,0.93,1104.85,1.4374584,1.65,873.46,FIX
9830000,1101.5,359.2,1.0,1,1,1,0.0,0.0,6250.0,1.0676843,0.46,6250.0,0.5340331,1.11,1562.5,0.49201337,1.33,1562.5,0.5340331,1.11,6675.0,FIX
9834000,1101.7,359.3,1.0,1,1,1,2.1353686,0.46,13975.42,0.6753724,0.79,3125.0,0.754828,0.32,3493.86,0.1688431,2.36,2816.84,0.4305117,0.98,781.25,FIX
9838000,1101.6,359.3,1.0,1,1,1,0.9549949,3.14,19764.24,0.47749746,0.0,3125.0,0.6753724,0.79,2209.71,0.11918336,0.0,1746.93,0.08442155,2.36,2762.14,FIX
9842000,1101.8,359.3,1.0,1,1,1,1.9099898,0.0,18750.0,0.6753724,0.79,3125.0,0.3376862,-2.36,6629.13,0.1688431,-0.79,781.25,0.13331729,2.68,390.62,FIX
9846000,1101.7,359.4,1.0,1,1,1,1.3507448,2.36,19764.24,1.0676843,-2.68,11267.35,0.47749746,-1.57,2209.71,0.11918336,-1.57,781.25,0.11918336,3.14,390.63,FIX
9850000,1101.6,359.2,1.0,1,1,1,2.1353686,-2.03,18750.0,1.5100379,-1.89,6987.71,0.6753724,-2.36,3125.0,0.4305117,-2.55,2470.53,0.11956537,3.14,0.0,FIX
9854000,1101.6,359.1,1.0,1,1,1,0.9549949,-1.57,8838.83,0.47749746,-1.57,6987.71,0.8606414,-2.16,1562.5,0.4305117,-2.55,0.0,0.08442155,0.79,1235.26,FIX
9858000,1101.6,359.1,1.0,1,1,1,0.0,0.0,6250.0,0.47749746,3.14,4419.42,0.5340331,-2.68,3125.0,0.6960003,-2.6,1746.93,0.4347137,0.28,2376.08,FIX
9862000,1101.5,359.1,1.0,1,1,1,0.9549949,3.14,6250.0,0.9549949,3.14,3125.0,0.7162462,3.14,2209.71,0.5966808,-2.21,1746.93,0.50996727,0.36,552.43,FIX
9866000,1101.4,359.1,1.0,1,1,1,0.9549949,3.14,0.0,0.9549949,3.14,0.0,0.754828,-2.82,1562.5,0.1688431,-2.36,2816.84,0.47749746,0.0,1171.88,FIX
9870000,1101.3,359.1,1.0,1,1,1,0.9549949,3.14,0.0,0.6753724,-2.36,4419.42,0.3376862,-2.36,3125.0,0.11918336,1.57,1746.93,0.5997368,-0.1,873.46,FIX
9874000,1101.3,359.0,1.0,1,1,1,0.9549949,-1.57,8838.83,0.6753724,-0.79,6250.0,0.23874873,0.0,3493.86,0.8006677,0.46,4941.06,0.51340526,-0.62,1953.12,FIX
9878000,1101.4,359.0,1.0,1,1,1,0.9549949,0.0,8838.83,1.0676843,0.46,6987.71,0.754828,0.32,3493.86,1.0676843,0.46,1746.93,0.63449866,-0.72,873.46,FIX
9882000,1101.5,359.1,1.0,1,1,1,1.3507448,0.79,6250.0,1.3507448,0.79,3125.0,2.3515794,0.42,10481.57,1.3347008,0.18,2816.84,0.88738126,-0.34,2470.53,FIX
9886000,1101.6,359.2,1.0,1,1,1,1.3507448,0.79,0.0,3.6366205,0.4,15934.44,2.4581568,0.51,1562.5,1.5566417,0.08,1746.93,0.79646575,-0.23,873.46,FIX
9890000,1102.2,359.4,1.0,1,1,1,6.0397696,0.32,31868.87,3.6366205,0.4,0.0,2.434855,0.2,4941.06,1.4523562,-0.17,2470.53,0.79646575,-0.23,0.0,FIX
9894000,1102.3,359.5,1.0,1,1,1,1.3507448,0.79,31868.87,1.5100379,-0.32,17677.67,2.3874872,0.0,3125.0,1.3610588,-0.27,1104.85,0.96225286,-0.12,1235.26,FIX
9898000,1102.5,359.3,1.0,1,1,1,2.7011075,-0.79,19764.24,2.0257351,-0.79,6250.0,1.6017175,-1.11,14405.54,1.853072,-0.26,3221.18,0.91297513,-0.2,552.43,FIX
9902000,1102.6,359.2,1.0,1,1,1,1.3507448,-0.79,8838.83,2.3874872,-1.57,11267.35,1.9688175,-1.33,3493.86,1.6234913,-0.3,1562.5,0.8690454,-0.28,552.43,FIX
9906000,1102.5,358.8,1.0,1,1,1,3.937635,-1.82,22534.7,2.434855,-1.77,3125.0,1.8645321,-0.88,5633.67,1.1005361,-0.71,4941.06,0.7781299,0.08,1991.8,FIX
9910000,1102.5,358.7,1.0,1,1,1,0.9549949,-1.57,19764.24,2.434855,-0.2,22534.7,1.1937436,-0.93,4419.42,1.1937436,-0.64,781.25,0.7261781,0.17,552.43,FIX
9914000,1103.0,358.7,1.0,1,1,1,4.7749743,0.0,31868.87,1.9688175,0.24,6987.71,0.9549949,0.0,6442.35,0.76437795,-0.9,3221.18,0.6807203,0.27,552.43,FIX
9918000,1102.9,358.8,1.0,1,1,1,1.3507448,2.36,38017.27,0.6753724,2.36,15625.0,1.5100379,0.32,4419.42,0.6085228,-1.37,2343.75,0.71853817,-0.08,1610.59,FIX
9922000,1102.9,358.8,1.0,1,1,1,0.0,0.0,8838.83,1.0676843,0.46,9375.0,0.3376862,2.36,11048.54,0.377414,1.25,6250.0,0.50652933,-0.79,3050.88,FIX
9926000,1103.1,358.9,1.0,1,1,1,2.1353686,0.46,13975.42,0.0,0.0,6987.71,0.5340331,-2.68,3493.86,0.6085228,1.37,1562.5,0.4660375,-0.69,390.62,FIX
9930000,1102.9,358.8,1.0,1,1,1,2.1353686,-2.68,27950.85,2.1353686,-2.68,13975.42,1.0130587,2.36,6442.35,0.96225286,2.09,4207.16,0.26701656,-0.46,1408.42,FIX
9934000,1102.7,358.7,1.0,1,1,1,2.1353686,-2.68,0.0,2.0257351,2.36,15934.44,1.3920006,2.6,3125.0,0.377414,1.89,3906.25,0.0,0.0,1746.93,FIX
9938000,1102.6,359.1,1.0,1,1,1,3.937635,1.82,31868.87,2.434855,1.77,8838.83,1.6017175,2.03,5633.67,0.11956537,3.14,2343.75,0.188707,1.25,1235.26,FIX
9942000,1102.6,359.2,1.0,1,1,1,0.9549949,1.57,19764.24,1.4324924,1.57,6987.71,0.98440874,1.33,6987.71,0.26701656,2.68,1104.85,0.17915705,1.57,390.62,FIX
9946000,1102.6,359.4,1.0,1,1,1,1.9099898,1.57,6250.0,1.0676843,-0.46,13975.42,0.8606414,-0.98,11048.54,0.3583141,1.57,2209.71,0.4660375,2.45,2470.53,FIX
9950000,1102.8,359.1,1.0,1,1,1,3.4433296,-0.98,33657.28,3.0200758,-1.25,15625.0,0.8606414,-0.59,2209.71,0.6085228,1.77,1746.93,0.40033385,2.68,781.25,FIX
9954000,1102.8,358.8,1.0,1,1,1,2.8649848,-1.57,12500.0,0.6753724,-0.79,15934.44,1.0130587,-0.79,1562.5,0.0,0.0,3983.61,0.45457757,2.74,390.62,FIX
9958000,1102.9,359.0,1.0,1,1,1,2.1353686,1.11,31868.87,1.5100379,1.25,12500.0,0.5340331,2.68,10004.88,0.26701656,-2.03,1746.93,0.62303865,2.85,1171.87,FIX
9962000,1102.9,359.1,1.0,1,1,1,0.9549949,1.57,8838.83,1.7216648,2.55,12884.71,0.8606414,2.16,3125.0,0.3376862,-2.36,781.25,0.5405271,3.03,873.46,FIX
9966000,1102.6,359.2,1.0,1,1,1,3.0200758,2.82,18750.0,1.4324924,3.14,6250.0,0.9549949,3.14,5633.67,0.5966808,3.14,2816.84,0.42210776,-3.0,1104.85,FIX
9970000,1102.6,359.1,1.0,1,1,1,0.9549949,-1.57,22534.7,1.0676843,-2.03,8838.83,1.2174275,2.94,2209.71,0.8006677,2.68,2470.53,0.59095085,-2.36,2343.75,FIX
9974000,1102.5,359.0,1.0,1,1,1,1.3507448,-2.36,6250.0,1.0676843,2.68,9882.12,0.754828,-2.82,4419.42,0.98440874,2.9,1746.93,0.81174564,-2.2,1610.59,FIX
9978000,1102.4,359.2,1.0,1,1,1,2.1353686,2.03,18750.0,1.0676843,2.68,0.0,0.9549949,3.14,2209.71,1.1005361,-2.92,3221.18,1.0440004,-2.11,1610.59,FIX
9982000,1102.3,359.1,1.0,1,1,1,1.3507448,-2.36,18750.0,1.0676843,-2.68,6250.0,1.0676843,2.68,3125.0,1.0130587,-2.36,3906.25,1.0627183,-2.48,2501.22,FIX
9986000,1102.2,359.1,1.0,1,1,1,0.9549949,3.14,6250.0,1.0676843,2.68,6250.0,1.1937436,-2.5,7812.5,1.1819017,-2.36,1104.85,0.89540327,2.21,9194.22,FIX
9990000,1102.1,359.2,1.0,1,1,1,1.3507448,2.36,6250.0,1.3507448,-2.36,9375.0,1.3920006,-2.11,3493.86,1.3610588,-2.23,1562.5,1.8259503,1.77,7128.24,FIX
9994000,1102.0,358.9,1.0,1,1,1,3.0200758,-1.89,25000.0,2.9043305,-1.74,12884.71,1.8183103,-1.98,3125.0,1.7625386,-2.06,3125.0,2.1495025,1.54,3601.38,FIX
9998000,1102.0,358.6,1.0,1,1,1,2.8649848,-1.57,6250.0,2.434855,-1.77,3125.0,2.7221177,-1.84,6250.0,1.696453,-2.26,2209.71,15.710049,1.31,89202.88,FIX
10002000,1101.9,358.4,1.0,1,1,1,2.1353686,-2.03,8838.83,2.5712283,-1.95,3125.0,2.4925368,-1.86,1562.5,1.1326239,1.89,16312.98,33.310223,1.18,116820.39,FIX
10006000,1101.8,358.1,1.0,1,1,1,3.0200758,-1.89,6250.0,2.5712283,-1.95,0.0,2.0257351,-2.36,7812.5,3.350886,1.5,15349.13,54.320873,1.17,137513.88,FIX
10010000,1101.7,357.9,1.0,1,1,1,2.1353686,-2.03,6250.0,1.9688175,-2.9,13975.42,3.8199797,1.57,35630.48,4.690553,1.31,10004.88,72.41535,1.21,119664.58,FIX
10014000,1101.4,358.0,1.0,1,1,1,3.0200758,2.82,22534.7,10.072905,1.48,71260.96,9.3876,1.44,36776.88,32.302895,1.29,180718.84,88.54254,1.24,106877.88,FIX
10018000,1101.9,360.0,1.0,1,1,1,19.687794,1.33,128847.05,19.577396,1.35,63276.43,11.872878,1.31,18814.99,67.714485,1.17,234704.2,89.22173,1.25,6833.15,FIX
10022000,1102.3,362.0,1.0,1,1,1,19.478075,1.37,6250.0,13.921151,1.18,41102.96,66.38628,1.28,356811.5,109.95735,1.17,276462.06,88.01615,1.26,8359.74,FIX
10026000,1103.0,362.7,1.0,1,1,2,9.454068,0.79,83385.4,113.258575,1.26,650435.56,131.9226,1.16,434928.28,146.57758,1.21,242370.14,86.975975,1.27,9959.02,SACCADE
10030000,1109.5,384.6,1.0,2,2,2,218.16133,1.28,1373692.5,249.92865,1.16,902091.75,210.89955,1.15,516875.84,178.67459,1.24,212512.92,86.19555,1.28,6101.76,SACCADE
10034000,1124.1,410.6,1.0,2,2,2,284.76804,1.06,567409.1,309.43478,1.12,396333.28,281.33884,1.21,468275.8,177.53584,1.25,12352.65,86.38425,1.28,1235.26,SACCADE
10038000,1138.0,442.8,1.0,2,2,2,334.93655,1.16,389961.94,313.3216,1.25,268386.38,291.01065,1.23,80540.77,172.78073,1.25,31444.71,86.677635,1.27,2974.91,SACCADE
10042000,1145.0,472.8,1.0,2,2,2,294.1942,1.34,452639.84,277.10706,1.36,327991.03,224.03339,1.3,453827.6,169.26596,1.27,29252.57,87.26132,1.27,3847.21,SACCADE
10046000,1149.9,499.6,1.0,2,2,2,260.1815,1.39,239220.73,136.4088,1.43,925047.5,137.2576,1.4,579712.75,140.09164,1.27,190972.08,88.090645,1.27,5440.78,SACCADE
10050000,1148.9,501.1,1.0,2,2,2,17.216267,2.16,1623677.4,11.4698715,-3.1,909074.25,60.40381,1.57,512137.84,105.69692,1.35,232278.38,87.75257,1.27,2277.72,SACCADE
10054000,1147.5,499.5,1.0,1,1,1,20.303574,-2.29,195356.25,23.118135,-2.47,100632.76,15.80784,-2.7,449288.72,65.04585,1.45,272176.78,86.54164,1.27,7967.22,SACCADE
10058000,1145.1,498.1,1.0,1,1,1,26.534342,-2.61,63737.74,21.487385,-2.5,11267.35,15.5901,-2.44,26882.27,29.60599,1.58,234814.69,86.03664,1.27,3601.38,FIX
10062000,1143.9,496.8,1.0,1,1,1,16.89577,-2.32,75259.97,8.103323,-2.36,88443.57,9.478133,-2.43,40019.53,5.8930826,-3.02,201806.11,72.42452,1.27,89087.34,FIX
10066000,1143.9,496.9,1.0,1,1,1,0.9549949,1.57,115244.31,2.9043305,0.17,69386.26,1.3920006,-2.11,53445.72,4.4747243,-2.98,9375.0,55.264027,1.34,115991.95,FIX
10070000,1144.5,496.9,1.0,1,1,1,5.7299695,0.0,38017.27,5.4442353,0.66,20963.14,5.8724546,1.11,47521.58,2.9937181,2.73,16609.6,34.736984,1.45,138027.77,FIX
10074000,1144.8,497.6,1.0,1,1,1,7.272859,1.17,47598.58,10.307833,1.34,45500.69,9.138155,1.22,22097.09,2.8749168,1.49,22385.23,16.474045,1.58,121096.27,FIX
10078000,1145.0,499.0,1.0,1,1,1,13.505537,1.43,44194.17,13.978451,1.43,25194.56,8.755775,1.38,9375.0,4.7570205,1.26,13441.13,3.1404052,2.99,106493.86,FIX
10082000,1145.2,500.5,1.0,1,1,1,14.451747,1.44,6250.0,7.2258735,1.44,44194.17,7.0257063,1.4,11375.17,4.83724,1.3,1104.85,2.5414324,-2.98,7042.09,FIX
10086000,1145.2,500.5,1.0,1,1,1,0.0,0.0,94579.66,0.47749746,0.0,46979.05,3.8276196,1.51,21252.3,4.431176,1.49,6442.35,1.7957723,2.87,7753.68,FIX
10090000,1145.3,500.5,1.0,1,1,1,0.9549949,0.0,6250.0,0.6753724,2.36,6987.71,0.8606414,2.16,20846.35,3.342482,1.57,7411.59,1.3935286,1.74,11388.58,FIX
10094000,1145.1,500.6,1.0,1,1,1,2.1353686,2.68,19764.24,2.0257351,2.36,8838.83,0.98440874,2.9,4419.42,1.709059,1.78,11185.8,2.2010722,1.35,6910.86,FIX
10098000,1145.0,500.8,1.0,1,1,1,2.1353686,2.03,8838.83,1.4324924,3.14,9375.0,1.2174275,-2.94,3493.86,0.6085228,-2.94,11822.46,2.2010722,1.35,0.0,FIX
10102000,1144.8,500.6,1.0,1,1,1,2.7011075,-2.36,25769.41,2.1353686,-2.03,12884.71,1.0676843,-2.68,2209.71,0.754828,-2.82,1104.85,2.2751799,1.49,2103.58,FIX
10106000,1144.8,500.4,1.0,1,1,1,1.9099898,-1.57,12500.0,1.0676843,-2.03,6987.71,1.1937436,-2.21,3493.86,0.7261781,-2.98,781.25,1.9734014,1.51,1991.8,FIX
10110000,1144.7,500.4,1.0,1,1,1,0.9549949,3.14,13975.42,0.47749746,3.14,6250.0,0.8606414,-2.16,2209.71,0.5340331,-2.68,1746.93,1.1341519,1.57,5524.27,FIX
10114000,1144.7,500.4,1.0,1,1,1,0.0,0.0,6250.0,0.6753724,-2.36,3125.0,0.23874873,3.14,4941.06,0.50652933,-2.36,1104.85,0.24600668,1.82,5872.38,FIX
10118000,1144.6,500.3,1.0,1,1,1,1.3507448,-2.36,8838.83,0.0,0.0,4419.42,0.0,0.0,1562.5,0.11918336,1.57,3906.25,0.24600668,1.82,0.0,FIX
10122000,1144.7,500.4,1.0,1,1,1,1.3507448,0.79,17677.67,0.6753724,0.79,4419.42,0.23874873,1.57,1562.5,0.64290255,1.19,3493.86,0.2983404,2.21,781.25,FIX
10126000,1144.7,500.4,1.0,1,1,1,0.0,0.0,8838.83,0.47749746,1.57,3125.0,1.0676843,1.11,5633.67,0.6960003,1.03,781.25,0.21506485,2.16,552.43,FIX
10130000,1144.7,500.5,1.0,1,1,1,0.9549949,1.57,6250.0,1.5100379,1.25,6987.71,1.3920006,1.03,2209.71,0.76437795,0.9,781.25,0.13331729,2.68,781.25,FIX
10134000,1144.8,500.7,1.0,1,1,1,2.1353686,1.11,8838.83,2.3874872,0.93,6987.71,1.3920006,1.03,0.0,0.93245703,0.88,1104.85,0.21506485,2.16,781.25,FIX
10138000,1145.0,500.9,1.0,1,1,1,2.7011075,0.79,6250.0,1.3507448,0.79,6987.71,1.3507448,0.79,2209.71,0.6960003,1.03,1746.93,0.11956537,3.14,1171.87,FIX
10142000,1145.0,500.9,1.0,1,1,1,0.0,0.0,17677.67,0.47749746,0.0,6987.71,0.8606414,0.59,3493.86,0.64290255,1.19,781.25,0.36289805,-1.74,2376.08,FIX
10146000,1145.1,500.9,1.0,1,1,1,0.9549949,0.0,6250.0,0.47749746,0.0,0.0,0.0,0.0,5633.67,0.49201337,1.33,1104.85,0.30445236,-1.77,390.62,FIX
10150000,1145.1,500.9,1.0,1,1,1,0.0,0.0,6250.0,0.47749746,3.14,6250.0,0.23874873,3.14,1562.5,0.3376862,2.36,2816.84,0.3583141,-1.57,552.43,FIX
10154000,1145.0,500.9,1.0,1,1,1,0.9549949,3.14,6250.0,0.9549949,3.14,3125.0,0.7162462,3.14,3125.0,0.76437795,-2.25,5687.59,0.30445236,-1.77,552.43,FIX
10158000,1144.9,500.9,1.0,1,1,1,0.9549949,3.14,0.0,0.9549949,3.14,0.0,1.1937436,3.14,3125.0,1.3973486,-1.92,4687.5,0.188707,-1.89,781.25,FIX
10162000,1144.8,500.9,1.0,1,1,1,0.9549949,3.14,0.0,1.4324924,3.14,3125.0,1.5287559,-2.25,7967.22,1.3347008,-2.03,1104.85,0.2983404,-0.64,1953.12,FIX
10166000,1144.6,500.9,1.0,1,1,1,1.9099898,3.14,6250.0,2.5712283,-1.95,15934.44,2.7221177,-1.84,9504.32,1.5516757,-1.97,1562.5,2.2213182,-1.46,13281.25,FIX
10170000,1144.6,500.4,1.0,1,1,1,4.7749743,-1.57,33657.28,5.252472,-1.57,19764.24,2.434855,-1.77,2209.71,1.2858051,-1.95,1746.93,4.3903027,-1.45,14197.49,FIX
10174000,1144.6,499.8,1.0,1,1,1,5.7299695,-1.57,6250.0,2.3874872,-1.57,18750.0,2.8649848,-1.57,4419.42,1.0199345,-1.93,1746.93,10.053804,-1.05,40883.34,FIX
10178000,1144.6,499.9,1.0,1,1,1,0.9549949,1.57,43750.0,0.47749746,-1.57,12500.0,1.1937436,-1.57,10937.5,0.90915513,-1.17,4752.16,20.615665,-1.08,69190.07,FIX
10182000,1144.6,499.7,1.0,1,1,1,1.9099898,-1.57,18750.0,0.0,0.0,3125.0,0.7162462,1.57,12500.0,4.710417,-1.42,25109.62,25.456345,-1.22,37773.53,FIX
10186000,1144.6,499.9,1.0,1,1,1,1.9099898,1.57,25000.0,1.9099898,1.57,12500.0,1.3920006,0.54,7812.5,8.264526,-1.38,23306.93,25.831085,-1.23,3549.31,FIX
10190000,1144.6,500.1,1.0,1,1,1,1.9099898,1.57,0.0,2.784383,0.54,15934.44,6.6035986,-1.35,46901.03,19.237036,-0.99,78569.05,25.463604,-1.25,4142.98,FIX
10194000,1145.1,500.2,1.0,1,1,2,4.86971,0.2,31868.87,15.077078,-1.38,106295.95,15.358228,-1.37,57303.5,41.11444,-1.05,143608.8,25.310804,-1.26,1122.39,FIX
