@RELATION gaze_labels

%@METADATA width_px 1280
%@METADATA height_px 720
%@METADATA width_mm 400.00
%@METADATA height_mm 225.00
%@METADATA distance_mm 450.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller1 INTEGER
@ATTRIBUTE handlabeller2 INTEGER
@ATTRIBUTE handlabeller_final INTEGER
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC

% Handlabelling data is arranged in 3 columns: handlabeller1 and handlabeller2 indicate the first two experts, handlabeller_final column contains the final, tie-breaking labels.
% Labels in these columns are to be interpreted as follows:
%   - 0 is UNKNOWN
%   - 1 is FIX (fixation)
%   - 2 is SACCADE
%   - 3 is SP (smooth pursuit)
%   - 4 is NOISE
% 
%The number after speed, direction denotes the step size that was used for the calculation.
%Acceleration was calculated between two adjacent samples of the already low pass filtered velocity

@DATA
11129000,1141.20,453.30,1.00,1,1,1,79.06,0.32,22534.70,63.74,0.20,11267.35,62.50,0.00,9882.12,60.91,-0.10,2091.55,48.46,-0.03,2470.53
11133000,1141.40,453.30,1.00,1,1,1,50.00,0.00,8838.83,27.95,0.46,9375.00,33.66,0.38,8414.32,73.29,-0.12,3123.56,53.22,-0.06,1235.26
11137000,1141.40,453.40,1.00,1,1,1,25.00,1.57,13975.42,12.50,1.57,6250.00,35.29,0.00,3284.48,67.28,-0.14,1515.15,50.22,-0.09,873.46
11141000,1141.40,453.40,1.00,1,1,1,0.00,0.00,6250.00,45.81,-0.24,12581.72,47.43,-0.12,3288.34,51.87,-0.12,3862.89,49.34,-0.19,1235.26
11146000,1141.80,453.30,1.00,1,1,1,82.46,-0.24,16492.42,91.62,-0.24,9162.46,72.76,-0.24,5261.34,43.39,-0.21,1916.53,44.80,-0.28,1222.07
11150000,1142.20,453.20,1.00,1,1,1,103.08,-0.24,5153.88,103.08,-0.24,2863.27,74.41,-0.32,1470.59,47.04,-0.26,1071.37,43.79,-0.32,543.93
11154000,1142.60,453.10,1.00,1,1,1,103.08,-0.24,0.00,55.90,-0.46,12500.00,53.40,-0.36,5283.93,47.91,-0.32,757.58,29.59,-0.49,3846.15
11158000,1142.60,453.00,1.00,1,1,1,25.00,-1.57,25000.00,12.50,-1.57,12884.71,47.60,-0.40,1562.50,46.16,-0.40,1071.37,24.81,-0.52,1216.26
11162000,1142.60,453.00,1.00,1,1,1,0.00,0.00,6250.00,39.53,-0.32,9375.00,22.53,-0.59,6442.35,31.25,-0.64,4358.38,19.70,-0.67,1538.46
11166000,1142.90,452.90,1.00,1,1,1,79.06,-0.32,19764.24,39.53,-0.32,0.00,17.68,-0.79,1562.50,20.96,-1.11,3906.25,16.35,-0.72,860.03
11170000,1142.90,452.90,1.00,1,1,1,0.00,0.00,19764.24,17.68,-2.36,12500.00,18.75,-1.57,3493.86,24.41,-2.27,6250.00,14.60,-0.32,1585.81
11174000,1142.80,452.80,1.00,1,1,1,35.36,-2.36,8838.83,45.07,-2.55,6987.71,31.25,-2.50,6250.00,20.96,-2.03,1562.50,14.18,-0.22,384.62
11178000,1142.60,452.70,1.00,1,1,1,55.90,-2.68,6250.00,45.07,-2.55,0.00,55.90,-2.68,6442.35,20.01,-2.25,1104.85,11.05,-1.43,3645.86
11182000,1142.50,452.60,1.00,1,1,1,35.36,-2.36,6250.00,67.31,-2.76,6250.00,40.02,-2.47,4687.50,23.80,-2.74,2816.84,13.65,-2.52,3256.02
11186000,1142.10,452.50,1.00,1,1,1,103.08,-2.90,18750.00,35.36,-2.36,9375.00,27.95,-2.68,3493.86,19.76,2.82,3983.61,18.58,-2.79,1636.15
11190000,1142.30,452.40,1.00,1,1,1,55.90,-0.46,37500.00,12.50,0.00,11267.35,18.75,3.14,3493.86,20.01,2.47,1746.93,17.10,-2.76,396.83
11194000,1142.20,452.50,1.00,1,1,1,35.36,2.36,22534.70,27.95,2.03,8838.83,39.53,1.25,12203.52,22.10,-3.00,4207.16,17.10,-2.76,0.00
11198000,1142.20,452.60,1.00,1,1,1,25.00,1.57,6250.00,76.03,1.41,13975.42,50.00,1.57,4419.42,32.42,3.04,3042.83,18.58,-2.79,396.83
11202000,1142.30,453.10,1.00,1,1,1,127.48,1.37,25769.41,76.03,1.41,0.00,19.76,2.82,11899.65,20.40,2.82,3325.09,18.51,-2.60,887.33
11206000,1142.30,453.20,1.00,1,1,1,25.00,1.57,25769.41,80.04,-2.25,37759.52,47.14,3.00,6979.94,23.48,2.86,806.45,16.87,-2.42,887.33
11210000,1141.90,452.60,1.00,1,1,1,180.28,-2.16,50389.11,134.77,-2.58,16225.70,59.63,-2.68,8498.37,19.62,2.98,1140.49,25.64,-1.95,3272.31
11213000,1141.50,452.70,1.00,1,1,1,137.44,2.90,62113.00,58.90,2.90,34338.58,61.46,-2.43,4969.04,13.30,-2.90,3041.32,23.90,-1.77,1616.87
11217000,1141.50,452.70,1.00,1,1,1,0.00,0.00,34359.21,17.68,-0.79,18654.09,20.00,3.14,12018.50,28.85,-2.03,5645.16,25.24,-1.19,3515.63
11221000,1141.60,452.60,1.00,1,1,1,35.36,-0.79,8838.83,17.68,-0.79,0.00,22.53,-0.59,10179.06,36.78,-1.84,2550.22,25.77,-1.33,873.46
11225000,1141.60,452.60,1.00,1,1,1,0.00,0.00,8838.83,27.95,-0.46,3125.00,35.36,-0.79,3493.86,45.28,-1.50,4032.26,29.65,-1.25,1104.85
11229000,1141.80,452.50,1.00,1,1,1,55.90,-0.46,13975.42,53.03,-0.79,6987.71,40.02,-0.90,1562.50,52.92,-1.16,4572.70,31.13,-1.26,390.63
11233000,1141.90,452.30,1.00,1,1,1,55.90,-1.11,8838.83,55.90,-1.11,4419.42,91.00,-1.29,14062.50,63.06,-0.96,3862.89,50.39,-1.45,5137.87
11237000,1142.00,452.10,1.00,1,1,1,55.90,-1.11,0.00,138.07,-1.48,22097.09,85.65,-1.29,1338.26,63.92,-1.02,1071.37,62.68,-1.50,3149.32
11241000,1142.00,451.20,1.00,1,1,1,225.00,-1.57,44194.17,113.31,-1.37,7030.71,89.79,-1.02,6063.39,68.10,-1.01,1071.37,37.14,-1.18,7411.59
11246000,1142.20,451.10,1.00,1,1,1,44.72,-0.46,41773.20,80.89,-0.28,20964.40,86.85,-1.08,1176.47,62.40,-1.06,1355.19,28.37,-0.71,3516.41
11250000,1142.70,451.00,1.00,1,1,1,127.48,-0.20,21286.73,72.89,-0.54,5401.51,55.49,-0.56,11856.26,76.66,-1.25,4791.33,34.81,2.36,15783.30
11254000,1142.70,450.80,1.00,1,1,1,50.00,-1.57,31868.87,39.53,-1.25,12500.00,45.07,-0.59,2631.95,89.74,-1.37,4079.67,148.88,2.74,29324.24
11258000,1142.80,450.70,1.00,1,1,1,35.36,-0.79,8838.83,17.68,-0.79,6250.00,68.75,-1.57,14405.54,34.28,-0.79,15981.08,318.65,2.90,43323.47
11262000,1142.80,450.70,1.00,1,1,1,0.00,0.00,8838.83,100.78,-1.70,22750.34,100.20,-1.63,7967.22,25.19,0.52,9204.65,576.02,2.96,64645.14
11266000,1142.70,449.90,1.00,1,1,1,201.56,-1.70,50389.11,189.16,-1.70,22097.09,18.75,-1.57,20372.51,135.24,2.27,35510.37,759.02,2.98,45930.55
11270000,1142.60,449.20,1.00,1,1,1,176.78,-1.71,6250.00,63.74,1.37,63199.21,50.39,1.45,17258.38,358.16,2.63,59050.30,840.76,2.99,20475.13
11274000,1142.80,450.40,1.00,1,1,1,304.14,1.41,120221.15,289.94,1.44,56596.16,325.96,2.14,72230.78,699.68,2.83,88863.54,914.56,2.89,27907.82
11278000,1142.90,451.50,1.00,1,1,1,276.13,1.48,8838.83,607.51,2.21,111803.40,765.08,2.51,119252.64,1212.13,2.92,129671.03,1099.61,2.84,48041.30
11282000,1139.90,454.30,1.00,2,2,2,1025.91,2.39,220970.87,1414.49,2.69,230255.46,1405.25,2.82,178125.00,1580.01,2.94,92256.99,1413.30,2.79,79995.19
11286000,1132.70,456.40,1.00,2,2,2,1875.00,2.86,266120.86,2336.70,2.96,261082.48,2419.66,2.94,259605.51,1742.41,2.94,40602.46,1740.22,2.66,96208.01
11290000,1121.50,457.60,1.00,2,2,2,2816.03,3.03,256250.00,3482.75,3.03,290776.17,2941.95,3.02,141006.43,1888.19,2.88,44249.38,2017.05,2.57,81596.69
11294000,1105.00,459.40,1.00,2,2,2,4149.47,3.03,333365.88,3552.40,3.05,22534.70,2805.48,3.05,42042.58,2216.47,2.85,83870.74,2204.85,2.48,66852.82
11298000,1093.20,460.20,1.00,2,2,2,2956.77,3.07,300325.34,2129.44,3.08,356222.59,2376.07,2.92,135676.83,2709.72,2.81,125097.62,2313.50,2.41,47037.48
11302000,1088.00,460.50,1.00,2,2,2,1302.16,3.08,413682.02,1310.59,2.57,293816.48,2033.66,2.74,129696.91,3122.45,2.66,150513.85,2337.42,2.39,10223.63
11306000,1084.40,465.90,1.00,2,2,2,1622.50,2.16,334068.20,2169.57,2.42,223781.42,2604.95,2.59,169385.38,3362.92,2.51,134955.14,2331.76,2.40,5767.51
11310000,1075.00,472.00,1.00,2,2,2,2801.45,2.57,365130.54,3899.62,2.59,450693.91,3797.41,2.38,338731.12,3351.74,2.32,159812.89,2328.39,2.41,5093.13
11314000,1057.80,482.20,1.00,2,2,2,4999.25,2.61,550745.23,5427.30,2.37,461580.59,4641.02,2.31,223715.95,3357.02,2.17,128241.66,2274.81,2.42,13671.87
11318000,1044.00,502.40,1.00,2,2,2,6115.96,2.17,660137.30,5642.36,2.12,349385.62,4917.83,2.15,198585.08,3307.36,2.12,44000.40,2176.11,2.41,25345.51
11322000,1034.40,520.80,1.00,2,2,2,5188.45,2.05,285591.49,4672.69,1.91,361879.86,4456.36,1.93,283243.80,3110.19,2.12,49324.04,2039.59,2.36,41818.77
11326000,1031.70,537.70,1.00,2,2,2,4278.58,1.73,441322.59,3519.70,1.63,397858.03,3104.94,1.80,360016.41,2807.04,2.07,83652.14,1851.37,2.28,61048.83
11330000,1032.60,548.90,1.00,2,2,2,2809.03,1.49,421353.84,1643.26,1.49,477430.05,1873.35,1.64,322140.36,2300.91,1.95,150221.60,1736.30,2.21,44168.27
11334000,1032.80,550.80,1.00,2,2,2,477.62,1.47,582894.18,228.10,1.74,355824.86,812.50,1.57,266093.34,1547.86,1.87,191482.77,1691.54,2.17,18754.07
11338000,1032.30,550.70,1.00,2,2,2,127.48,-2.94,132435.13,138.07,-3.05,64423.53,159.10,2.36,177245.64,911.33,1.77,162133.38,1594.98,2.18,24184.07
11342000,1031.70,550.70,1.00,1,1,1,150.00,3.14,8838.83,187.50,3.14,12884.71,229.30,-2.84,52524.18,380.49,1.91,134252.31,1436.30,2.13,43119.41
11346000,1030.80,550.70,1.00,1,1,1,225.00,3.14,18750.00,325.00,-2.75,42042.58,239.22,-2.80,3493.86,170.16,3.01,85080.96,1196.55,2.01,72162.29
11350000,1029.30,549.70,1.00,1,1,1,450.69,-2.55,72886.90,308.73,-2.59,13258.25,267.00,-2.78,6987.71,190.09,-2.98,14084.18,818.93,1.94,96082.57
11354000,1028.70,549.40,1.00,1,1,1,167.71,-2.68,71260.96,209.54,-2.84,29481.19,235.27,-2.85,8838.83,186.06,-3.01,1746.93,480.46,1.87,85188.16
11358000,1027.70,549.20,1.00,1,1,1,254.95,-2.94,25769.41,189.16,3.01,22097.09,156.37,3.10,25435.66,173.68,-3.00,3125.00,211.68,2.07,69029.37
11362000,1027.20,549.60,1.00,1,1,1,160.08,2.47,48814.06,135.21,2.55,22534.70,147.11,2.93,6987.71,158.20,-3.10,5781.29,115.92,3.11,45774.46
11366000,1026.80,549.80,1.00,1,1,1,111.80,2.68,13975.42,106.80,2.78,9882.12,103.46,2.70,12884.71,122.84,2.90,13128.08,126.16,-2.77,12307.99
11370000,1026.40,549.90,1.00,1,1,1,103.08,2.90,6250.00,76.03,2.98,8838.83,105.41,2.54,4431.68,106.89,3.05,5815.41,129.23,-2.66,3658.55
11374000,1026.20,549.90,1.00,1,1,1,50.00,3.14,13975.42,111.57,2.27,18325.34,96.15,2.55,2357.02,77.69,3.06,7302.73,122.39,-2.55,3743.64
11377000,1025.90,550.50,1.00,1,1,1,223.61,2.03,68718.43,131.71,2.28,6734.35,67.99,-2.94,22662.31,63.38,-2.88,9249.81,111.12,-2.35,8758.17
11381000,1025.60,550.60,1.00,1,1,1,79.06,2.82,44194.17,117.92,-2.13,50335.69,68.64,-2.63,5270.46,76.13,-2.21,11988.77,78.47,-2.19,8972.75
11385000,1025.40,549.70,1.00,1,1,1,230.49,-1.79,62811.72,154.62,-1.82,13975.42,95.20,-1.98,14663.47,105.47,-1.98,8907.55,69.40,-2.12,2620.39
11389000,1025.30,549.40,1.00,1,1,1,79.06,-1.89,38017.27,76.03,-1.74,19764.24,169.21,-1.64,21252.30,116.58,-1.82,5163.81,59.81,-1.92,3983.61
11393000,1025.30,549.10,1.00,1,1,1,75.00,-1.57,6250.00,187.92,-1.50,28811.08,176.00,-1.68,2209.71,150.00,-1.57,11776.68,64.06,-1.57,5440.78
11397000,1025.40,547.90,1.00,1,1,1,301.04,-1.49,56596.16,276.13,-1.66,23799.29,187.50,-1.57,5633.67,153.44,-1.41,6072.43,69.19,-1.46,2277.72
11401000,1025.10,546.90,1.00,1,1,1,261.01,-1.86,27950.85,187.92,-1.64,22097.09,215.78,-1.40,11267.35,127.88,-1.33,6984.50,72.03,-1.35,1991.80
11405000,1025.30,546.40,1.00,1,1,1,134.63,-1.19,44194.17,180.28,-0.98,29646.35,147.53,-1.16,20024.11,119.88,-1.29,2395.66,94.40,-1.35,5592.90
11409000,1025.90,545.70,1.00,1,1,1,230.49,-0.86,27950.85,151.13,-0.63,16256.53,108.15,-0.79,15353.39,123.35,-1.09,6247.13,102.71,-1.28,2726.02
11414000,1026.40,545.60,1.00,1,1,1,101.98,-0.20,32572.99,56.66,-0.20,20487.88,80.01,-0.63,6335.49,95.15,-0.92,6666.67,109.71,-1.18,2537.30
11418000,1026.40,545.60,1.00,1,1,1,0.00,0.00,25495.10,0.00,0.00,14163.94,77.37,-0.15,9300.82,83.21,-0.58,8159.34,103.43,-1.04,4088.52
11422000,1026.40,545.60,1.00,1,1,1,0.00,0.00,0.00,100.78,-0.12,25194.56,57.62,-0.22,5058.49,98.66,-0.83,6860.14,105.39,-0.98,1585.81
11426000,1027.20,545.50,1.00,1,1,1,201.56,-0.12,50389.11,115.24,-0.22,4419.42,63.74,-0.20,1562.50,75.27,-0.70,6472.73,104.63,-0.94,1087.86
11430000,1027.30,545.40,1.00,1,1,1,35.36,-0.79,43750.00,27.95,-0.46,22097.09,121.35,-0.97,21930.73,77.62,-0.70,588.06,94.95,-0.87,3076.92
11434000,1027.40,545.40,1.00,1,1,1,25.00,0.00,6250.00,176.78,-1.43,40625.00,95.20,-1.17,8414.32,91.91,-0.62,3983.61,89.44,-0.71,3788.02
11438000,1027.50,544.00,1.00,1,1,1,350.89,-1.50,87500.00,170.02,-1.27,6987.71,107.53,-0.95,6250.00,103.17,-0.61,2816.84,88.00,-0.64,1720.05
11442000,1027.80,544.10,1.00,1,1,1,79.06,0.32,94579.66,100.00,0.00,42504.60,128.24,-0.82,6442.35,88.50,-0.74,4687.50,76.38,-0.60,3003.94
11446000,1028.30,544.00,1.00,1,1,1,127.48,-0.20,17677.67,127.48,-0.20,8838.83,101.74,-0.19,19008.63,95.04,-0.81,2343.75,74.03,-0.77,3269.61
11450000,1028.80,543.90,1.00,1,1,1,127.48,-0.20,0.00,106.80,-0.36,6987.71,98.82,-0.32,3493.86,97.33,-0.83,781.25,75.16,-0.81,873.46
11454000,1029.10,543.70,1.00,1,1,1,90.14,-0.59,13975.42,72.89,-0.54,9375.00,85.01,-0.63,7812.50,81.25,-0.39,10423.18,80.72,-0.83,1408.42
11458000,1029.30,543.60,1.00,1,1,1,55.90,-0.46,8838.83,72.89,-1.03,8838.83,66.44,-0.85,6250.00,78.31,-0.50,2209.71,72.38,-1.00,3925.73
11462000,1029.40,543.20,1.00,1,1,1,103.08,-1.33,19764.24,67.31,-1.19,3125.00,66.44,-0.72,2209.71,70.85,-0.85,6720.57,71.07,-0.99,390.63
11466000,1029.50,543.10,1.00,1,1,1,35.36,-0.79,18750.00,67.31,-0.38,13258.25,61.87,-0.79,1562.50,62.89,-1.11,4752.16,70.23,-1.01,390.63
11470000,1029.90,543.00,1.00,1,1,1,103.08,-0.24,18750.00,67.31,-0.38,0.00,61.56,-1.15,5633.67,64.42,-1.17,1104.85,41.25,-0.65,8673.28
11474000,1030.00,542.90,1.00,1,1,1,35.36,-0.79,18750.00,88.39,-1.71,24407.03,63.74,-1.37,3493.86,63.74,-1.37,3221.18,36.61,-0.88,2470.53
11478000,1029.80,542.30,1.00,1,1,1,158.11,-1.89,36443.45,106.80,-1.93,6987.71,75.00,-1.57,4419.42,51.54,-1.33,3125.00,36.61,-0.69,1657.28
11482000,1029.70,542.10,1.00,1,1,1,55.90,-2.03,25769.41,63.74,-1.37,15625.00,83.39,-1.80,4941.06,47.80,-1.37,1104.85,24.41,-0.88,3337.50
11486000,1029.90,541.80,1.00,1,1,1,90.14,-0.98,19764.24,62.50,-1.57,3125.00,43.75,-1.57,10481.57,20.96,-2.03,8450.51,16.83,-1.19,2470.53
11490000,1029.70,541.60,1.00,1,1,1,70.71,-2.36,25769.41,27.95,-2.03,9882.12,31.87,-1.37,3493.86,28.81,-2.43,3125.00,15.70,-1.47,1171.87
11494000,1029.80,541.60,1.00,1,1,1,25.00,0.00,22534.70,12.50,0.00,8838.83,41.93,2.03,18288.59,11.27,0.59,10004.88,11.05,-1.71,1408.42
11498000,1029.80,541.60,1.00,1,1,1,0.00,0.00,6250.00,103.08,1.82,26700.01,50.39,2.09,2209.71,19.01,1.41,3493.86,19.58,-2.64,3925.73
11502000,1029.60,542.40,1.00,1,1,1,206.16,1.82,51538.82,107.53,2.19,9882.12,59.29,1.25,11375.17,30.78,1.99,4555.43,38.69,-2.38,5093.13
11506000,1029.30,542.30,1.00,1,1,1,79.06,-2.82,56596.16,63.74,0.20,36443.45,68.75,1.57,5633.67,32.63,1.86,1104.85,42.22,-2.46,1171.87
11510000,1030.10,542.50,1.00,1,1,1,206.16,0.24,71260.96,80.04,0.67,9375.00,19.76,1.89,12597.28,32.17,2.08,1746.93,33.80,-2.55,2277.72
11514000,1029.80,542.70,1.00,1,1,1,90.14,2.55,68750.00,79.06,2.82,34938.56,19.76,1.25,3125.00,52.01,2.57,7031.25,31.64,-2.79,1991.80
11518000,1029.50,542.70,1.00,1,1,1,75.00,3.14,12500.00,51.54,-2.90,11267.35,50.00,3.14,14823.18,58.13,-2.51,15644.52,30.70,-2.88,781.25
11522000,1029.40,542.60,1.00,1,1,1,35.36,-2.36,13975.42,35.36,-2.36,6987.71,88.39,-3.00,9882.12,55.64,-2.48,781.25,33.15,-3.00,1104.85
11526000,1029.30,542.50,1.00,1,1,1,35.36,-2.36,0.00,125.62,-3.04,25194.56,123.74,-2.36,18750.00,78.87,-2.55,5949.82,34.94,-2.96,552.43
11530000,1028.40,542.50,1.00,1,1,1,225.00,3.14,50389.11,212.13,-2.36,34938.56,128.24,-2.39,1562.50,74.54,-2.57,1104.85,30.70,-2.88,1235.26
11534000,1028.10,541.30,1.00,1,1,1,309.23,-1.82,83852.55,174.10,-1.94,22097.09,119.41,-2.32,3125.00,64.12,-2.39,3983.61,33.44,-2.49,3221.18
11538000,1027.90,541.20,1.00,1,1,1,55.90,-2.68,69033.51,27.95,-2.03,36577.19,78.31,-2.07,11899.65,69.39,-2.52,2470.53,29.85,-2.39,1171.87
11542000,1028.00,541.10,1.00,1,1,1,35.36,-0.79,18750.00,27.95,2.03,12500.00,6.25,3.14,18879.76,66.88,-2.49,781.25,46.38,-2.57,4453.81
11546000,1027.80,541.40,1.00,1,1,1,90.14,2.16,31250.00,25.00,1.57,3125.00,19.76,2.82,3493.86,46.46,-1.91,9407.50,44.25,-2.41,1953.13
11550000,1028.00,541.30,1.00,1,1,1,55.90,-0.46,35355.34,27.95,-2.68,11267.35,25.77,2.90,1562.50,8.84,-2.36,9663.53,49.41,-2.18,2974.91
11554000,1027.60,541.30,1.00,1,1,1,100.00,3.14,38017.27,51.54,-2.90,6250.00,19.76,-1.25,10004.88,6.25,-1.57,1562.50,58.15,-2.11,2376.08
11558000,1027.60,541.20,1.00,1,1,1,25.00,-1.57,25769.41,45.07,-0.59,22097.09,13.98,-2.03,3493.86,13.98,-2.68,3125.00,60.86,-2.08,781.25
11562000,1027.90,541.10,1.00,1,1,1,79.06,-0.32,18750.00,39.53,-0.32,3125.00,26.52,-0.79,6442.35,19.01,-1.74,3906.25,51.73,-2.01,2501.22
11566000,1027.90,541.10,1.00,1,1,1,0.00,0.00,19764.24,12.50,-1.57,9375.00,18.75,-1.57,4687.50,38.65,-1.82,4941.06,35.36,-2.36,5524.27
11570000,1027.90,541.00,1.00,1,1,1,25.00,-1.57,6250.00,45.07,-2.55,9882.12,22.53,-2.16,3125.00,59.46,-1.62,5687.59,41.93,-2.68,3493.86
11574000,1027.60,540.90,1.00,1,1,1,79.06,-2.82,18750.00,35.36,-2.36,3125.00,63.74,-1.77,10937.50,65.92,-1.67,1746.93,46.46,-2.80,1746.93
11578000,1027.70,540.80,1.00,1,1,1,35.36,-0.79,25000.00,100.78,-1.45,20963.14,103.08,-1.82,9882.12,57.37,-2.08,6720.57,45.74,-3.00,2376.08
11582000,1027.70,540.10,1.00,1,1,1,175.00,-1.57,38017.27,176.78,-1.71,20963.14,113.19,-1.68,4419.42,61.87,-2.36,4207.16,90.64,-3.12,11388.58
11586000,1027.50,539.40,1.00,1,1,1,182.00,-1.85,12500.00,130.50,-1.86,12884.71,92.28,-2.06,11048.54,81.25,-2.75,8414.32,287.84,3.09,49373.52
11590000,1027.40,539.10,1.00,1,1,1,79.06,-1.89,25769.41,63.74,2.94,34938.56,79.06,-2.82,16086.92,79.06,-2.82,1562.50,674.76,3.08,96740.24
11594000,1027.00,539.50,1.00,1,1,1,141.42,2.36,47598.58,135.21,2.55,20009.76,130.50,2.85,20009.76,87.72,3.07,8414.32,1192.64,3.11,129708.68
11598000,1026.50,539.70,1.00,1,1,1,134.63,2.76,13975.42,197.64,2.82,19008.63,151.04,2.71,6987.71,175.28,2.94,22234.76,1703.13,3.14,127927.75
11602000,1025.50,540.00,1.00,1,1,1,261.01,2.85,31868.87,170.02,2.84,6987.71,161.29,2.52,7967.22,578.53,2.99,100878.10,2158.00,-3.13,113967.48
11606000,1025.20,540.10,1.00,1,1,1,79.06,2.82,45500.69,145.77,2.11,28811.08,284.63,2.81,34375.00,1348.99,3.03,192821.62,2585.98,-3.14,107076.86
11610000,1024.90,541.00,1.00,1,1,1,237.17,1.89,50000.00,399.41,2.79,75065.08,1027.99,3.01,187818.74,2359.09,3.09,254051.64,2968.75,3.14,95799.54
11614000,1022.20,541.20,1.00,2,2,2,676.85,3.07,156250.00,1968.22,3.07,396887.30,2554.81,3.05,382068.79,3362.92,3.13,252047.28,3012.50,3.14,10937.50
11618000,1009.20,542.20,1.00,2,2,2,3259.60,3.06,645688.83,4724.57,3.07,689096.16,4583.31,3.11,509988.13,4240.70,-3.14,220398.37,3054.69,3.14,10546.87
11622000,984.50,543.90,1.00,2,2,2,6189.61,3.07,732557.59,7201.08,3.12,624140.03,6456.26,3.14,469790.51,5096.88,-3.14,214113.82,3062.58,-3.13,6176.32
11626000,951.60,543.20,1.00,2,2,2,8226.86,-3.12,534000.23,8205.95,-3.10,272878.89,7464.86,-3.12,256483.32,5850.00,-3.14,188282.87,3063.50,-3.12,14062.50
11630000,918.90,541.40,1.00,2,2,2,8187.38,-3.09,69877.12,7741.16,-3.08,127666.86,7654.08,-3.11,49410.59,5853.21,-3.14,7074.52,3061.68,-3.10,10186.25
11634000,889.80,539.20,1.00,2,2,2,7295.76,-3.07,226384.63,7102.48,-3.12,174692.81,7120.20,-3.12,135442.71,5538.14,-3.13,80016.17,3049.63,-3.10,4152.40
11638000,862.10,539.90,1.00,2,2,2,6927.21,3.12,201265.53,6515.97,3.11,177685.86,5250.54,-3.13,467503.55,4788.30,-3.10,190256.43,3048.49,-3.10,2376.08
11642000,837.70,540.90,1.00,2,2,2,6105.12,3.10,207100.52,3400.21,3.13,779353.95,3612.55,3.14,410045.37,3778.54,-3.07,254656.34,3049.16,-3.09,3515.63
11646000,834.90,540.20,1.00,2,2,2,721.54,-2.90,1354174.68,733.68,-2.90,673972.02,1923.67,-3.07,425235.46,2771.53,-3.04,253168.40,3008.67,-3.09,10163.76
11650000,832.00,539.50,1.00,2,2,1,745.82,-2.90,6250.00,537.65,-2.52,76864.84,579.10,-2.38,380698.88,1867.89,-3.02,226218.76,2808.29,-3.08,50541.80
11654000,831.40,537.70,1.00,2,2,1,474.34,-1.89,159344.36,637.38,-1.77,110485.43,570.26,-2.05,47238.18,1030.27,-2.87,215048.20,2424.82,-3.06,96639.24
11658000,831.00,534.50,1.00,2,2,1,806.23,-1.70,88388.35,705.45,-1.70,20963.14,496.43,-1.76,42447.12,387.02,-2.24,188443.27,1911.44,-3.05,128563.70
11662000,830.70,532.10,1.00,2,2,1,604.67,-1.70,50389.11,355.54,-1.75,87722.93,412.03,-1.74,21252.30,319.01,-2.08,22000.20,1398.69,-3.03,128317.79
11666000,830.50,531.70,1.00,2,2,1,111.80,-2.03,125156.15,123.11,-1.99,59457.18,215.51,-1.87,50024.41,265.31,-1.83,22548.23,939.76,-3.02,114805.21
11670000,830.30,531.20,1.00,1,1,1,134.63,-1.95,6250.00,88.39,-2.36,12884.71,70.71,-2.36,39187.30,197.07,-1.83,17062.76,491.13,-2.90,114068.52
11674000,830.00,531.20,1.00,1,1,1,75.00,3.14,31868.87,51.54,2.90,19008.63,50.39,-2.62,6442.35,92.33,-1.99,26745.69,162.72,-2.30,92190.81
11678000,829.90,531.30,1.00,1,1,1,35.36,2.36,13975.42,27.95,2.68,6250.00,40.02,2.47,12884.71,26.70,-2.78,19008.63,134.79,-2.17,8277.20
11682000,829.80,531.30,1.00,1,1,1,25.00,3.14,6250.00,39.53,1.89,6987.71,39.53,1.89,5633.67,13.98,2.68,5002.44,119.78,-2.10,4367.32
11686000,829.80,531.60,1.00,1,1,1,75.00,1.57,19764.24,62.50,1.57,6987.71,31.25,1.57,3493.86,53.22,0.70,15027.64,240.66,-2.89,44244.21
11690000,829.80,531.80,1.00,1,1,1,50.00,1.57,6250.00,27.95,1.11,9882.12,41.93,1.11,4941.06,64.42,1.17,7370.30,771.90,3.13,135808.35
11694000,829.90,531.80,1.00,1,1,1,25.00,0.00,13975.42,39.53,0.32,6987.71,120.71,0.37,23489.53,56.34,1.52,5524.27,1616.26,3.11,211163.44
11698000,830.10,531.90,1.00,1,1,1,55.90,0.46,8838.83,221.50,0.29,45500.69,102.51,0.92,15625.00,72.95,2.39,14149.04,2722.04,3.11,276472.55
11702000,831.60,532.30,1.00,1,1,1,388.10,0.26,83385.40,173.66,1.04,38145.49,81.49,1.49,14062.50,421.27,2.98,90746.15,3703.76,3.09,245845.92
